Category,ModelName,FilePath,FileType,FileSize
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\bookshelf\model.sdf,.sdf,4.22 KB
Generic,model-1_2,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\bowl\model-1_2.sdf,.sdf,0.55 KB
Generic,model-1_3,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\bowl\model-1_3.sdf,.sdf,0.54 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\bowl\model-1_4.sdf,.sdf,0.54 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\bowl\model.sdf,.sdf,0.78 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\box_target_green\model.sdf,.sdf,0.51 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\box_target_red\model.sdf,.sdf,0.51 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\breakable_test\model-1_4.sdf,.sdf,144.97 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\breakable_test\model.sdf,.sdf,140.28 KB
Generic,model-1_3,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\brick_box_3x1x3\model-1_3.sdf,.sdf,1.01 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\brick_box_3x1x3\model-1_4.sdf,.sdf,1.01 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\brick_box_3x1x3\model.sdf,.sdf,0.81 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\bus\model.sdf,.sdf,0.56 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\bus_stop\model.sdf,.sdf,8.61 KB
Generic,model-1_2,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\cabinet\model-1_2.sdf,.sdf,4.52 KB
Generic,model-1_3,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\cabinet\model-1_3.sdf,.sdf,4.51 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\cabinet\model-1_4.sdf,.sdf,4.51 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\cabinet\model.sdf,.sdf,4.51 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\cafe\model.sdf,.sdf,2.34 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\cafe_table\model-1_4.sdf,.sdf,0.92 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\cafe_table\model.sdf,.sdf,0.92 KB
Generic,model-1_2,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\camera\model-1_2.sdf,.sdf,0.83 KB
Generic,model-1_3,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\camera\model-1_3.sdf,.sdf,0.96 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\camera\model-1_4.sdf,.sdf,0.96 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\camera\model.sdf,.sdf,1.08 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\cardboard_box\model.sdf,.sdf,1.24 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\cart_front_steer\model.sdf,.sdf,5.96 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\cart_rigid_suspension\model.sdf,.sdf,5.55 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\cart_soft_suspension\model.sdf,.sdf,11.34 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\car_wheel\model.sdf,.sdf,1.25 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\cessna\model.sdf,.sdf,16.11 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\cinder_block\model-1_4.sdf,.sdf,3.35 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\cinder_block\model.sdf,.sdf,3.37 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\cinder_block_2\model-1_4.sdf,.sdf,3.39 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\cinder_block_2\model.sdf,.sdf,3.41 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\cinder_block_wide\model.sdf,.sdf,3.41 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\cloverleaf_interchange\model.sdf,.sdf,0.64 KB
Generic,model-1_2,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\coke_can\model-1_2.sdf,.sdf,0.84 KB
Generic,model-1_3,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\coke_can\model-1_3.sdf,.sdf,0.84 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\coke_can\model-1_4.sdf,.sdf,1.25 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\coke_can\model.sdf,.sdf,1.25 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\collapsed_fire_station\model.sdf,.sdf,0.57 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\collapsed_house\model.sdf,.sdf,0.61 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\collapsed_industrial\model.sdf,.sdf,0.56 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\collapsed_police_station\model.sdf,.sdf,0.58 KB
Generic,model-1_3,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\construction_barrel\model-1_3.sdf,.sdf,0.81 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\construction_barrel\model-1_4.sdf,.sdf,0.78 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\construction_barrel\model.sdf,.sdf,0.79 KB
Generic,model-1_3,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\construction_cone\model-1_3.sdf,.sdf,0.62 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\construction_cone\model-1_4.sdf,.sdf,0.59 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\construction_cone\model.sdf,.sdf,0.59 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\control_console\model.sdf,.sdf,2.62 KB
Generic,model-1_2,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\cordless_drill\model-1_2.sdf,.sdf,0.92 KB
Generic,model-1_3,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\cordless_drill\model-1_3.sdf,.sdf,1.11 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\cordless_drill\model-1_4.sdf,.sdf,1.11 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\cordless_drill\model.sdf,.sdf,1.1 KB
Generic,model-1_2,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\create\model-1_2.sdf,.sdf,7.61 KB
Generic,model-1_3,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\create\model-1_3.sdf,.sdf,7.61 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\create\model-1_4.sdf,.sdf,7.61 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\create\model.sdf,.sdf,7.71 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\cricket_ball\model.sdf,.sdf,1.84 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\cross_joint_part\model.sdf,.sdf,1.35 KB
Generic,model-1_2,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\cube_20k\model-1_2.sdf,.sdf,0.59 KB
Generic,model-1_3,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\cube_20k\model-1_3.sdf,.sdf,0.59 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\cube_20k\model-1_4.sdf,.sdf,0.59 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\cube_20k\model.sdf,.sdf,0.59 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\demo_joint_damping\model.sdf,.sdf,5.6 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\demo_joint_friction\model.sdf,.sdf,5.75 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\demo_joint_stiffness\model.sdf,.sdf,5.7 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\demo_joint_types\model.sdf,.sdf,34.99 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\depth_camera\model.sdf,.sdf,1.09 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\disk_part\model.sdf,.sdf,1.07 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\door_handle\model-1_4.sdf,.sdf,0.5 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\door_handle\model.sdf,.sdf,0.49 KB
Generic,model-1_3,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\double_pendulum_with_base\model-1_3.sdf,.sdf,5.58 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\double_pendulum_with_base\model-1_4.sdf,.sdf,5.6 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\double_pendulum_with_base\model.sdf,.sdf,5.63 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_2x4\model-1_4.sdf,.sdf,1.33 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_2x4\model.sdf,.sdf,1.33 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_2x6\model-1_4.sdf,.sdf,1.33 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_2x6\model.sdf,.sdf,1.33 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_4x4x20\model-1_4.sdf,.sdf,1.22 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_4x4x20\model.sdf,.sdf,1.21 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_4x4x40\model-1_4.sdf,.sdf,1.22 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_4x4x40\model.sdf,.sdf,1.21 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_angled_barrier_135\model-1_4.sdf,.sdf,1.72 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_angled_barrier_135\model.sdf,.sdf,1.72 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_angled_barrier_45\model-1_4.sdf,.sdf,1.71 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_angled_barrier_45\model.sdf,.sdf,1.71 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_ball_valve\model-1_4.sdf,.sdf,3.03 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_ball_valve\model.sdf,.sdf,3.09 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_ball_valve_wall\model-1_4.sdf,.sdf,2.14 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_ball_valve_wall\model.sdf,.sdf,2.18 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_base_4x8\model-1_4.sdf,.sdf,0.72 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_base_4x8\model.sdf,.sdf,0.71 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_block_wall\model-1_4.sdf,.sdf,1.15 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_block_wall\model.sdf,.sdf,1.16 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_blue_cylinder\model-1_4.sdf,.sdf,0.56 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_blue_cylinder\model.sdf,.sdf,0.56 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_door_4x8\model-1_4.sdf,.sdf,0.53 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_door_4x8\model.sdf,.sdf,0.53 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_handle_wheel_valve\model-1_4.sdf,.sdf,2.82 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_handle_wheel_valve\model.sdf,.sdf,2.84 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_handle_wheel_valve_wall\model-1_4.sdf,.sdf,2.23 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_handle_wheel_valve_wall\model.sdf,.sdf,1.03 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_hand_wheel_valve\model-1_4.sdf,.sdf,2.01 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_hand_wheel_valve\model.sdf,.sdf,2.06 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_hand_wheel_valve_wall\model-1_4.sdf,.sdf,2.19 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_hand_wheel_valve_wall\model.sdf,.sdf,2.23 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_hinged_door\model.sdf,.sdf,4.89 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_ladder\model-1_4.sdf,.sdf,9.73 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_ladder\model.sdf,.sdf,9.71 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_orange_jersey_barrier\model-1_4.sdf,.sdf,0.59 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_orange_jersey_barrier\model.sdf,.sdf,0.59 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_truss\model-1_4.sdf,.sdf,1.31 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_truss\model.sdf,.sdf,1.31 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_valve_wall\model-1_4.sdf,.sdf,0.61 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_valve_wall\model.sdf,.sdf,0.9 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_weighted_door\model.sdf,.sdf,4.95 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_wheel_valve\model-1_4.sdf,.sdf,2.78 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_wheel_valve\model.sdf,.sdf,2.85 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_wheel_valve_large_wall\model-1_4.sdf,.sdf,2.22 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_wheel_valve_large_wall\model.sdf,.sdf,2.27 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_wheel_valve_wall\model-1_4.sdf,.sdf,2.15 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_wheel_valve_wall\model.sdf,.sdf,2.17 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_white_jersey_barrier\model-1_4.sdf,.sdf,0.59 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_white_jersey_barrier\model.sdf,.sdf,0.59 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_wood_slats\model-1_4.sdf,.sdf,1.14 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_wood_slats\model.sdf,.sdf,1.14 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_yellow_parking_block\model-1_4.sdf,.sdf,0.57 KB
Generic,model,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\drc_practice_yellow_parking_block\model.sdf,.sdf,0.57 KB
Generic,model-1_3,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\dumpster\model-1_3.sdf,.sdf,0.71 KB
Generic,model-1_4,C:\Users\adamm\dev\nervosys\modeling\simulation\AutonomySim\UnrealAssets\DefenseRobotics\Models\Gazebo\gazebo_models-master\dumpster\model-1_4.sdf,.sdf,0.71 KB
